prompt-type,target-name,avg-fid,avg-clip
kitchen,wolf,(1545.907792015587-0.12637409567832947j),0.17828881740570068
kitchen,wallet,(1772.7653154512082-0.08516550809144974j),0.13039211928844452
kitchen,car,(2041.0466532887804-0.09567397832870483j),0.11195474117994308
kitchen,bottle,(1625.8836541124765-0.1121661439538002j),0.23518310487270355
kitchen,backpack,(2060.597598220702-0.1409885585308075j),0.13854241371154785
kitchen,cat,(2506.093300902765-0.1367514580488205j),0.15445576608181
kitchen,teapot,(1648.63312499506-0.11151795089244843j),0.16305024921894073
kitchen,duck,(1859.5343062749598-0.13649894297122955j),0.2848230302333832
kitchen,llama,(2486.6243303798983-0.1391391009092331j),0.08485891669988632
kitchen,overall,(1936.8585050441445-0.11939553320407868j),0.1542548730969429
bedroom,clock,(1573.6497371315636-0.14818298816680908j),0.24049563705921173
bedroom,wolf,(1713.5132663308177-0.10569853335618973j),0.14621467888355255
bedroom,wallet,(1659.2425843218807-0.3866029679775238j),0.16460755467414856
bedroom,car,(2060.4800786508713-0.07538726180791855j),0.1541064828634262
bedroom,bottle,(1986.0669105817215-0.096560537815094j),0.09260544180870056
bedroom,backpack,(1996.5909841200082-0.1347452849149704j),0.12563274800777435
bedroom,cat,(1904.5393599873787-0.09121003746986389j),0.14210273325443268
bedroom,teapot,(1642.5043739000248-0.2549111247062683j),0.23919689655303955
bedroom,duck,(1804.8699308536052-0.12263160198926926j),0.1660577654838562
bedroom,llama,(2169.5683567351807-0.16121365129947662j),0.12914453446865082
bedroom,overall,(1851.1025582613054-0.15771439895033837j),0.16001644730567932
forest_painting,clock,(2532.482876409078-0.30651986598968506j),0.2028830498456955
forest_painting,wolf,(2560.2068291939795-0.16351592540740967j),0.1229686364531517
forest_painting,wallet,(2625.762557760012-0.29653024673461914j),0.1475481241941452
forest_painting,car,(2420.0755975443317-0.17201456427574158j),0.16023249924182892
forest_painting,bottle,(2329.8865692729596-0.32333138585090637j),0.2175840437412262
forest_painting,backpack,(2694.021274088973-0.25407159328460693j),0.3159286379814148
forest_painting,cat,(2577.8166233893135-0.24556946754455566j),0.2647401988506317
forest_painting,teapot,(2310.789818512425-0.22662055492401123j),0.23535995185375214
forest_painting,duck,(2550.425071835067-0.2504992187023163j),0.10372032225131989
forest_painting,llama,(2757.4265194821783-0.14275595545768738j),0.049253109842538834
forest_painting,overall,(2535.889373748832-0.23814287781715393j),0.18202185742557048
overall,overall,(2157.3147668534125-0.20125698116090565j),0.18177921279437015
