prompt-type,target-name,avg-fid,avg-clip
basic,clock,-15.479423522949219,0.49220365285873413
basic,wolf,-5.861804962158203,0.5604346394538879
basic,wallet,-6.071832656860352,0.6749353408813477
basic,car,-10.47713851928711,0.5201640129089355
basic,bottle,-4.7596235275268555,0.6745615005493164
basic,backpack,-13.012508392333984,0.6136356592178345
basic,cat,-15.027236938476562,0.6203951835632324
basic,teapot,-11.135621070861816,0.5659320950508118
basic,duck,-12.840532302856445,0.6560968160629272
basic,llama,-11.388591766357422,0.6644282341003418
basic,overall,-10.605431365966798,0.6042787134647369
forest,clock,-22.966533660888672,0.5176010131835938
forest,wolf,-15.579767227172852,0.5619463324546814
forest,wallet,-17.925430297851562,0.593095600605011
forest,car,-27.465354919433594,0.5967799425125122
forest,bottle,-12.53722095489502,0.6803571581840515
forest,backpack,-32.18171310424805,0.6207424998283386
forest,cat,-16.152795791625977,0.5606715083122253
forest,teapot,-25.236326217651367,0.585218608379364
forest,duck,-30.835899353027344,0.5369373559951782
forest,llama,-16.763587951660156,0.6310943961143494
forest,overall,-21.76446294784546,0.5884444415569305
city,clock,-21.25173568725586,0.4061117172241211
city,wolf,-20.136451721191406,0.408740371465683
city,wallet,-24.473838806152344,0.4139580726623535
city,car,-15.358692169189453,0.4023911654949188
city,bottle,-21.856624603271484,0.4284713864326477
city,backpack,-24.993759155273438,0.4735153317451477
city,cat,-15.236413955688477,0.48683053255081177
city,teapot,-20.244461059570312,0.48071596026420593
city,duck,-17.447208404541016,0.3607913553714752
city,llama,-20.350317001342773,0.4538029134273529
city,overall,-20.134950256347658,0.43153288066387174
desert,clock,-20.00293731689453,0.4831295609474182
desert,wolf,-20.465618133544922,0.5384244322776794
desert,wallet,-25.01654052734375,0.526297390460968
desert,car,-19.34638214111328,0.5415465235710144
desert,bottle,-25.57017707824707,0.4394821226596832
desert,backpack,-22.165267944335938,0.5060466527938843
desert,cat,-32.99525451660156,0.4440884292125702
desert,teapot,-16.254783630371094,0.5652257800102234
desert,duck,-25.226221084594727,0.5362969636917114
desert,llama,-27.925832748413086,0.47912532091140747
desert,overall,-23.496901512145996,0.505966317653656
painting,clock,-27.75626564025879,0.4449370503425598
painting,wolf,-19.106014251708984,0.4387357831001282
painting,wallet,-25.188091278076172,0.3916846215724945
painting,car,-30.640159606933594,0.40915676951408386
painting,bottle,-19.09151840209961,0.4417264461517334
painting,backpack,-25.470369338989258,0.4029749929904938
painting,cat,-28.074039459228516,0.41232144832611084
painting,teapot,-18.276134490966797,0.4729699194431305
painting,duck,-24.90605354309082,0.4292987883090973
painting,llama,-33.213470458984375,0.3882245719432831
painting,overall,-25.17221164703369,0.4232030391693115
field,clock,-17.557872772216797,0.4319921135902405
field,wolf,-14.892984390258789,0.44067811965942383
field,wallet,-19.873672485351562,0.37645694613456726
field,car,-23.21611785888672,0.4837958514690399
field,bottle,-18.285171508789062,0.3883558213710785
field,backpack,-28.078380584716797,0.410515695810318
field,cat,-9.655509948730469,0.39397794008255005
field,teapot,-21.76272201538086,0.4753682315349579
field,duck,-15.968035697937012,0.37293824553489685
field,llama,-12.613828659057617,0.3949516713619232
field,overall,-18.190429592132567,0.4169030636548996
elmo,clock,-14.1895170211792,0.572433590888977
elmo,wolf,-16.643436431884766,0.6197089552879333
elmo,wallet,-13.080313682556152,0.6546943783760071
elmo,car,-17.976604461669922,0.5162968635559082
elmo,bottle,-16.791128158569336,0.5250341892242432
elmo,backpack,-18.209123611450195,0.6441939473152161
elmo,cat,-16.883228302001953,0.5297977328300476
elmo,teapot,-18.178319931030273,0.5517280697822571
elmo,duck,-24.44015121459961,0.5556084513664246
elmo,llama,-8.476611137390137,0.5350198745727539
elmo,overall,-16.486843395233155,0.5704516053199769
kitchen,clock,-6.669135093688965,0.6617908477783203
kitchen,wolf,-5.163601875305176,0.6446512341499329
kitchen,wallet,-6.148090839385986,0.6657869815826416
kitchen,car,-9.601470947265625,0.5657371878623962
kitchen,bottle,-7.974071025848389,0.6572406888008118
kitchen,backpack,-7.091650009155273,0.6095485091209412
kitchen,cat,-7.9798583984375,0.5599220991134644
kitchen,teapot,-12.34537410736084,0.5475913286209106
kitchen,duck,-3.795736074447632,0.7109569907188416
kitchen,llama,-5.026660919189453,0.6390644907951355
kitchen,overall,-7.1795649290084835,0.6262290358543396
bedroom,clock,-8.550169944763184,0.6376837491989136
bedroom,wolf,-3.646322727203369,0.6956716775894165
bedroom,wallet,-3.436699867248535,0.6720914244651794
bedroom,car,-5.529345989227295,0.5822125673294067
bedroom,bottle,-5.083871841430664,0.6276373267173767
bedroom,backpack,-6.141993045806885,0.5974966883659363
bedroom,cat,-6.443133354187012,0.576882541179657
bedroom,teapot,-9.606298446655273,0.5468693971633911
bedroom,duck,-8.530216217041016,0.5425755381584167
bedroom,llama,-8.279359817504883,0.5360314249992371
bedroom,overall,-6.524741125106812,0.6015152335166931
forest_painting,clock,-29.099746704101562,0.40775203704833984
forest_painting,wolf,-19.58111572265625,0.5837077498435974
forest_painting,wallet,-21.617660522460938,0.5476217865943909
forest_painting,car,-25.435096740722656,0.6294934153556824
forest_painting,bottle,-19.106048583984375,0.6662441492080688
forest_painting,backpack,-25.73811912536621,0.5320232510566711
forest_painting,cat,-21.457109451293945,0.6148309111595154
forest_painting,teapot,-23.216083526611328,0.4936489760875702
forest_painting,duck,-17.68227767944336,0.6792502403259277
forest_painting,llama,-21.63313102722168,0.6256741881370544
forest_painting,overall,-22.456638908386232,0.5780246704816818
edit,overall,-17.934082701471116,0.5269189208745957
