prompt-type,target-name,avg-fid,avg-clip
basic,clock,-14.418193817138672,0.4922036826610565
basic,wolf,-5.110076904296875,0.5604346394538879
basic,wallet,-5.774725914001465,0.6749353408813477
basic,car,-9.854181289672852,0.5201639533042908
basic,bottle,-4.41524600982666,0.6745615005493164
basic,backpack,-12.318997383117676,0.6136357188224792
basic,cat,-14.094080924987793,0.6203951835632324
basic,teapot,-10.055892944335938,0.565932035446167
basic,duck,-11.835172653198242,0.6560968160629272
basic,llama,-10.46854019165039,0.6644282341003418
basic,overall,-9.834510803222656,0.6042787104845047
forest,clock,-14.257420539855957,0.5908059477806091
forest,wolf,-15.297916412353516,0.6211790442466736
forest,wallet,-19.355880737304688,0.6257948279380798
forest,car,-11.240240097045898,0.6151806712150574
forest,bottle,-19.71031951904297,0.5498692393302917
forest,backpack,-20.383621215820312,0.5658435225486755
forest,cat,-15.550823211669922,0.6593427062034607
forest,teapot,-24.507612228393555,0.599986732006073
forest,duck,-21.419891357421875,0.555880069732666
forest,llama,-29.950294494628906,0.5884631872177124
forest,overall,-19.16740198135376,0.59723459482193
city,clock,-17.259098052978516,0.4913314878940582
city,wolf,-18.897586822509766,0.4808467924594879
city,wallet,-19.180233001708984,0.47018763422966003
city,car,-26.255813598632812,0.5064551830291748
city,bottle,-26.352516174316406,0.4804409444332123
city,backpack,-29.54265594482422,0.4248431324958801
city,cat,-20.581905364990234,0.4700319766998291
city,teapot,-18.121662139892578,0.482532799243927
city,duck,-19.12301254272461,0.47508713603019714
city,llama,-22.012590408325195,0.413973331451416
city,overall,-21.73270740509033,0.46957304179668424
desert,clock,-19.450069427490234,0.5008533596992493
desert,wolf,-18.460205078125,0.43498092889785767
desert,wallet,-26.49590301513672,0.4771484434604645
desert,car,-20.274295806884766,0.5183656811714172
desert,bottle,-18.433177947998047,0.4867141842842102
desert,backpack,-16.990707397460938,0.4485025405883789
desert,cat,-28.495803833007812,0.551155149936676
desert,teapot,-21.820281982421875,0.4834446907043457
desert,duck,-22.520660400390625,0.5103010535240173
desert,llama,-20.987241744995117,0.5030516982078552
desert,overall,-21.392834663391113,0.4914517730474472
painting,clock,-26.301860809326172,0.404093474149704
painting,wolf,-17.7446346282959,0.3416476547718048
painting,wallet,-21.318527221679688,0.4213380813598633
painting,car,-13.333977699279785,0.4788627624511719
painting,bottle,-21.786678314208984,0.4668385684490204
painting,backpack,-20.445232391357422,0.40446844696998596
painting,cat,-21.223979949951172,0.31518349051475525
painting,teapot,-28.246110916137695,0.44750896096229553
painting,duck,-27.050701141357422,0.4115504324436188
painting,llama,-22.606563568115234,0.46667614579200745
painting,overall,-22.005826663970947,0.4158168017864227
field,clock,-17.039602279663086,0.4398866593837738
field,wolf,-21.19917106628418,0.4187014102935791
field,wallet,-19.161109924316406,0.39468061923980713
field,car,-24.4388427734375,0.3883333206176758
field,bottle,-14.684240341186523,0.44193601608276367
field,backpack,-14.67879867553711,0.38097521662712097
field,cat,-15.36760139465332,0.4488163888454437
field,teapot,-12.326156616210938,0.4070788323879242
field,duck,-17.740692138671875,0.44275161623954773
field,llama,-17.283157348632812,0.40048131346702576
field,overall,-17.391937255859375,0.41636413931846616
elmo,clock,-17.881153106689453,0.6106978058815002
elmo,wolf,-18.82193374633789,0.4960511326789856
elmo,wallet,-18.596176147460938,0.45226699113845825
elmo,car,-18.133195877075195,0.5215672850608826
elmo,bottle,-18.373924255371094,0.41833430528640747
elmo,backpack,-20.225948333740234,0.4465491473674774
elmo,cat,-12.78792953491211,0.5730835795402527
elmo,teapot,-9.216363906860352,0.6008867621421814
elmo,duck,-15.257508277893066,0.5193530321121216
elmo,llama,-7.920653820037842,0.6162504553794861
elmo,overall,-15.721478700637817,0.5255040496587753
kitchen,clock,-4.996252536773682,0.6305603981018066
kitchen,wolf,-5.724825859069824,0.6419366002082825
kitchen,wallet,-8.435343742370605,0.6275880932807922
kitchen,car,-5.619428634643555,0.6452307105064392
kitchen,bottle,-12.394556999206543,0.561018705368042
kitchen,backpack,-8.199784278869629,0.658259928226471
kitchen,cat,-7.686819076538086,0.577422022819519
kitchen,teapot,-5.087050914764404,0.6931847929954529
kitchen,duck,-8.685808181762695,0.6360271573066711
kitchen,llama,-7.811713218688965,0.5506466627120972
kitchen,overall,-7.464158344268799,0.6221875071525573
bedroom,clock,-7.5910491943359375,0.5881431698799133
bedroom,wolf,-8.590923309326172,0.5594806671142578
bedroom,wallet,-7.850766658782959,0.5868213772773743
bedroom,car,-5.563213348388672,0.5753605961799622
bedroom,bottle,-10.162506103515625,0.533509373664856
bedroom,backpack,-4.992827415466309,0.5861896872520447
bedroom,cat,-9.692052841186523,0.586307168006897
bedroom,teapot,-5.5055131912231445,0.621929943561554
bedroom,duck,-10.721161842346191,0.564958393573761
bedroom,llama,-7.731693744659424,0.5815486311912537
bedroom,overall,-7.840170764923096,0.5784249007701874
forest_painting,clock,-22.439830780029297,0.622268795967102
forest_painting,wolf,-21.43075942993164,0.6227388978004456
forest_painting,wallet,-22.727264404296875,0.6679364442825317
forest_painting,car,-23.884273529052734,0.5787657499313354
forest_painting,bottle,-27.281169891357422,0.5825361609458923
forest_painting,backpack,-23.3055419921875,0.6539357900619507
forest_painting,cat,-28.207275390625,0.6270624995231628
forest_painting,teapot,-23.264751434326172,0.5482945442199707
forest_painting,duck,-22.54163360595703,0.5348343253135681
forest_painting,llama,-25.13089370727539,0.5656970739364624
forest_painting,overall,-24.021339416503906,0.6004070281982422
edit,overall,-17.415317243999905,0.5241070929500792
